feature,importance,fold
MEDIAN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),11,4
MEDIAN(credit_card_balance.AMT_INST_MIN_REGULARITY),3,4
MEDIAN(credit_card_balance.AMT_PAYMENT_CURRENT),21,4
MEDIAN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),29,4
MEDIAN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),2,4
MEDIAN(credit_card_balance.AMT_RECIVABLE),2,4
MEDIAN(credit_card_balance.AMT_TOTAL_RECEIVABLE),0,4
MEDIAN(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),2,4
MEDIAN(credit_card_balance.CNT_DRAWINGS_CURRENT),7,4
MEDIAN(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0,4
MEDIAN(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),2,4
MEDIAN(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),14,4
MEDIAN(credit_card_balance.SK_DPD),0,4
MEDIAN(credit_card_balance.SK_DPD_DEF),0,4
MEDIAN(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL),30,4
MEDIAN(credit_card_balance.NAME_CONTRACT_STATUS_Active),0,4
MEDIAN(credit_card_balance.NAME_CONTRACT_STATUS_Completed),0,4
MEDIAN(credit_card_balance.NAME_CONTRACT_STATUS_Signed),0,4
COUNT(credit_card_balance),0,4
SUM(bureau.STD(bureau_balance.STATUS_0)),43,4
SUM(bureau.STD(bureau_balance.STATUS_1)),19,4
SUM(bureau.STD(bureau_balance.STATUS_2)),2,4
SUM(bureau.STD(bureau_balance.STATUS_3)),2,4
SUM(bureau.STD(bureau_balance.STATUS_4)),0,4
SUM(bureau.STD(bureau_balance.STATUS_5)),0,4
SUM(bureau.STD(bureau_balance.STATUS_C)),38,4
SUM(bureau.STD(bureau_balance.STATUS_X)),52,4
SUM(bureau.MAX(bureau_balance.STATUS_0)),16,4
SUM(bureau.MAX(bureau_balance.STATUS_1)),1,4
SUM(bureau.MAX(bureau_balance.STATUS_2)),1,4
SUM(bureau.MAX(bureau_balance.STATUS_3)),0,4
SUM(bureau.MAX(bureau_balance.STATUS_4)),21,4
SUM(bureau.MAX(bureau_balance.STATUS_5)),1,4
SUM(bureau.MAX(bureau_balance.STATUS_C)),3,4
SUM(bureau.MAX(bureau_balance.STATUS_X)),13,4
SUM(bureau.MIN(bureau_balance.STATUS_0)),10,4
SUM(bureau.MIN(bureau_balance.STATUS_1)),0,4
SUM(bureau.MIN(bureau_balance.STATUS_5)),0,4
SUM(bureau.MIN(bureau_balance.STATUS_C)),12,4
SUM(bureau.MIN(bureau_balance.STATUS_X)),11,4
SUM(bureau.MEDIAN(bureau_balance.STATUS_0)),13,4
SUM(bureau.MEDIAN(bureau_balance.STATUS_1)),1,4
SUM(bureau.MEDIAN(bureau_balance.STATUS_2)),0,4
SUM(bureau.MEDIAN(bureau_balance.STATUS_4)),0,4
SUM(bureau.MEDIAN(bureau_balance.STATUS_5)),0,4
SUM(bureau.MEDIAN(bureau_balance.STATUS_C)),21,4
SUM(bureau.MEDIAN(bureau_balance.STATUS_X)),10,4
STD(bureau.SUM(bureau_balance.STATUS_0)),42,4
STD(bureau.SUM(bureau_balance.STATUS_1)),59,4
STD(bureau.SUM(bureau_balance.STATUS_2)),5,4
STD(bureau.SUM(bureau_balance.STATUS_3)),16,4
STD(bureau.SUM(bureau_balance.STATUS_4)),0,4
STD(bureau.SUM(bureau_balance.STATUS_5)),2,4
STD(bureau.SUM(bureau_balance.STATUS_C)),29,4
STD(bureau.SUM(bureau_balance.STATUS_X)),34,4
STD(bureau.MAX(bureau_balance.STATUS_0)),9,4
STD(bureau.MAX(bureau_balance.STATUS_1)),21,4
STD(bureau.MAX(bureau_balance.STATUS_2)),23,4
STD(bureau.MAX(bureau_balance.STATUS_3)),1,4
STD(bureau.MAX(bureau_balance.STATUS_4)),0,4
STD(bureau.MAX(bureau_balance.STATUS_5)),2,4
STD(bureau.MAX(bureau_balance.STATUS_C)),13,4
STD(bureau.MAX(bureau_balance.STATUS_X)),33,4
STD(bureau.MIN(bureau_balance.STATUS_0)),14,4
STD(bureau.MIN(bureau_balance.STATUS_1)),0,4
STD(bureau.MIN(bureau_balance.STATUS_5)),0,4
STD(bureau.MIN(bureau_balance.STATUS_C)),10,4
STD(bureau.MIN(bureau_balance.STATUS_X)),10,4
STD(bureau.MEDIAN(bureau_balance.STATUS_0)),40,4
STD(bureau.MEDIAN(bureau_balance.STATUS_1)),5,4
STD(bureau.MEDIAN(bureau_balance.STATUS_2)),0,4
STD(bureau.MEDIAN(bureau_balance.STATUS_4)),0,4
STD(bureau.MEDIAN(bureau_balance.STATUS_5)),0,4
STD(bureau.MEDIAN(bureau_balance.STATUS_C)),34,4
STD(bureau.MEDIAN(bureau_balance.STATUS_X)),20,4
STD(bureau.COUNT(bureau_balance)),16,4
MAX(bureau.SUM(bureau_balance.STATUS_0)),35,4
MAX(bureau.SUM(bureau_balance.STATUS_1)),10,4
MAX(bureau.SUM(bureau_balance.STATUS_2)),1,4
MAX(bureau.SUM(bureau_balance.STATUS_3)),0,4
MAX(bureau.SUM(bureau_balance.STATUS_4)),0,4
MAX(bureau.SUM(bureau_balance.STATUS_5)),0,4
MAX(bureau.SUM(bureau_balance.STATUS_C)),23,4
MAX(bureau.SUM(bureau_balance.STATUS_X)),18,4
MAX(bureau.STD(bureau_balance.STATUS_0)),52,4
MAX(bureau.STD(bureau_balance.STATUS_1)),28,4
MAX(bureau.STD(bureau_balance.STATUS_2)),5,4
MAX(bureau.STD(bureau_balance.STATUS_3)),2,4
MAX(bureau.STD(bureau_balance.STATUS_4)),0,4
MAX(bureau.STD(bureau_balance.STATUS_5)),2,4
MAX(bureau.STD(bureau_balance.STATUS_C)),71,4
MAX(bureau.STD(bureau_balance.STATUS_X)),44,4
MAX(bureau.MIN(bureau_balance.STATUS_0)),1,4
MAX(bureau.MIN(bureau_balance.STATUS_1)),0,4
MAX(bureau.MIN(bureau_balance.STATUS_5)),0,4
MAX(bureau.MIN(bureau_balance.STATUS_C)),0,4
MAX(bureau.MIN(bureau_balance.STATUS_X)),0,4
MAX(bureau.MEDIAN(bureau_balance.STATUS_0)),1,4
MAX(bureau.MEDIAN(bureau_balance.STATUS_1)),0,4
MAX(bureau.MEDIAN(bureau_balance.STATUS_2)),0,4
MAX(bureau.MEDIAN(bureau_balance.STATUS_4)),0,4
MAX(bureau.MEDIAN(bureau_balance.STATUS_5)),0,4
MAX(bureau.MEDIAN(bureau_balance.STATUS_C)),3,4
MAX(bureau.MEDIAN(bureau_balance.STATUS_X)),1,4
MAX(bureau.COUNT(bureau_balance)),16,4
MIN(bureau.SUM(bureau_balance.STATUS_0)),11,4
MIN(bureau.SUM(bureau_balance.STATUS_1)),0,4
MIN(bureau.SUM(bureau_balance.STATUS_2)),0,4
MIN(bureau.SUM(bureau_balance.STATUS_3)),0,4
MIN(bureau.SUM(bureau_balance.STATUS_4)),0,4
MIN(bureau.SUM(bureau_balance.STATUS_5)),0,4
MIN(bureau.SUM(bureau_balance.STATUS_C)),4,4
MIN(bureau.SUM(bureau_balance.STATUS_X)),31,4
MIN(bureau.STD(bureau_balance.STATUS_0)),23,4
MIN(bureau.STD(bureau_balance.STATUS_1)),12,4
MIN(bureau.STD(bureau_balance.STATUS_2)),0,4
MIN(bureau.STD(bureau_balance.STATUS_3)),0,4
MIN(bureau.STD(bureau_balance.STATUS_4)),0,4
MIN(bureau.STD(bureau_balance.STATUS_5)),0,4
MIN(bureau.STD(bureau_balance.STATUS_C)),42,4
MIN(bureau.STD(bureau_balance.STATUS_X)),8,4
MIN(bureau.MAX(bureau_balance.STATUS_0)),1,4
MIN(bureau.MAX(bureau_balance.STATUS_1)),0,4
MIN(bureau.MAX(bureau_balance.STATUS_2)),0,4
MIN(bureau.MAX(bureau_balance.STATUS_3)),0,4
MIN(bureau.MAX(bureau_balance.STATUS_4)),0,4
MIN(bureau.MAX(bureau_balance.STATUS_5)),0,4
MIN(bureau.MAX(bureau_balance.STATUS_C)),0,4
MIN(bureau.MAX(bureau_balance.STATUS_X)),0,4
MIN(bureau.MEDIAN(bureau_balance.STATUS_0)),3,4
MIN(bureau.MEDIAN(bureau_balance.STATUS_1)),0,4
MIN(bureau.MEDIAN(bureau_balance.STATUS_5)),0,4
MIN(bureau.MEDIAN(bureau_balance.STATUS_C)),1,4
MIN(bureau.MEDIAN(bureau_balance.STATUS_X)),1,4
MIN(bureau.COUNT(bureau_balance)),17,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_0)),60,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_1)),0,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_2)),0,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_3)),3,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_4)),0,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_5)),0,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_C)),24,4
MEDIAN(bureau.SUM(bureau_balance.STATUS_X)),27,4
MEDIAN(bureau.STD(bureau_balance.STATUS_0)),55,4
MEDIAN(bureau.STD(bureau_balance.STATUS_1)),21,4
MEDIAN(bureau.STD(bureau_balance.STATUS_2)),0,4
MEDIAN(bureau.STD(bureau_balance.STATUS_3)),0,4
MEDIAN(bureau.STD(bureau_balance.STATUS_4)),0,4
MEDIAN(bureau.STD(bureau_balance.STATUS_5)),0,4
MEDIAN(bureau.STD(bureau_balance.STATUS_C)),29,4
MEDIAN(bureau.STD(bureau_balance.STATUS_X)),60,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_0)),1,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_1)),0,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_2)),0,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_3)),0,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_4)),0,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_5)),0,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_C)),2,4
MEDIAN(bureau.MAX(bureau_balance.STATUS_X)),1,4
MEDIAN(bureau.MIN(bureau_balance.STATUS_0)),0,4
MEDIAN(bureau.MIN(bureau_balance.STATUS_1)),0,4
MEDIAN(bureau.MIN(bureau_balance.STATUS_5)),0,4
MEDIAN(bureau.MIN(bureau_balance.STATUS_C)),0,4
MEDIAN(bureau.MIN(bureau_balance.STATUS_X)),0,4
MEDIAN(bureau.MEDIAN(bureau_balance.STATUS_0)),6,4
MEDIAN(bureau.MEDIAN(bureau_balance.STATUS_1)),0,4
MEDIAN(bureau.MEDIAN(bureau_balance.STATUS_5)),0,4
MEDIAN(bureau.MEDIAN(bureau_balance.STATUS_C)),4,4
MEDIAN(bureau.MEDIAN(bureau_balance.STATUS_X)),1,4
MEDIAN(bureau.COUNT(bureau_balance)),38,4
SUM(previous_application.STD(pos_cash_balance.CNT_INSTALMENT)),84,4
SUM(previous_application.STD(pos_cash_balance.CNT_INSTALMENT_FUTURE)),47,4
SUM(previous_application.STD(pos_cash_balance.SK_DPD)),13,4
SUM(previous_application.STD(pos_cash_balance.SK_DPD_DEF)),25,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Active)),46,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Amortized debt)),0,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Approved)),0,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled)),0,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Completed)),46,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Demand)),0,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store)),0,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_Signed)),24,4
SUM(previous_application.STD(pos_cash_balance.NAME_CONTRACT_STATUS_nan)),0,4
SUM(previous_application.MAX(pos_cash_balance.CNT_INSTALMENT)),8,4
SUM(previous_application.MAX(pos_cash_balance.CNT_INSTALMENT_FUTURE)),18,4
SUM(previous_application.MAX(pos_cash_balance.SK_DPD)),3,4
SUM(previous_application.MAX(pos_cash_balance.SK_DPD_DEF)),9,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Active)),0,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Amortized debt)),0,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Approved)),0,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled)),0,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Completed)),4,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Demand)),0,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store)),1,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_Signed)),0,4
SUM(previous_application.MAX(pos_cash_balance.NAME_CONTRACT_STATUS_nan)),0,4
SUM(previous_application.MIN(pos_cash_balance.CNT_INSTALMENT)),48,4
SUM(previous_application.MIN(pos_cash_balance.CNT_INSTALMENT_FUTURE)),147,4
SUM(previous_application.MIN(pos_cash_balance.SK_DPD)),0,4
SUM(previous_application.MIN(pos_cash_balance.SK_DPD_DEF)),0,4
SUM(previous_application.MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Active)),3,4
SUM(previous_application.MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Approved)),0,4
SUM(previous_application.MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled)),0,4
SUM(previous_application.MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Completed)),0,4
SUM(previous_application.MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store)),0,4
SUM(previous_application.MIN(pos_cash_balance.NAME_CONTRACT_STATUS_Signed)),0,4
SUM(previous_application.MEDIAN(pos_cash_balance.CNT_INSTALMENT)),28,4
SUM(previous_application.MEDIAN(pos_cash_balance.CNT_INSTALMENT_FUTURE)),75,4
SUM(previous_application.MEDIAN(pos_cash_balance.SK_DPD)),0,4
SUM(previous_application.MEDIAN(pos_cash_balance.SK_DPD_DEF)),7,4
SUM(previous_application.MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Active)),2,4
SUM(previous_application.MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Approved)),0,4
SUM(previous_application.MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled)),0,4
SUM(previous_application.MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Completed)),3,4
SUM(previous_application.MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Demand)),0,4
SUM(previous_application.MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Returned to the store)),0,4
SUM(previous_application.MEDIAN(pos_cash_balance.NAME_CONTRACT_STATUS_Signed)),1,4
SUM(previous_application.STD(installments_payments.NUM_INSTALMENT_VERSION)),80,4
SUM(previous_application.STD(installments_payments.NUM_INSTALMENT_NUMBER)),44,4
SUM(previous_application.STD(installments_payments.AMT_INSTALMENT)),51,4
SUM(previous_application.STD(installments_payments.AMT_PAYMENT)),73,4
SUM(previous_application.STD(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),54,4
SUM(previous_application.STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),46,4
SUM(previous_application.STD(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),75,4
SUM(previous_application.MAX(installments_payments.NUM_INSTALMENT_VERSION)),16,4
SUM(previous_application.MAX(installments_payments.NUM_INSTALMENT_NUMBER)),13,4
SUM(previous_application.MAX(installments_payments.AMT_INSTALMENT)),31,4
SUM(previous_application.MAX(installments_payments.AMT_PAYMENT)),45,4
SUM(previous_application.MAX(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),17,4
SUM(previous_application.MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),41,4
SUM(previous_application.MAX(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),64,4
SUM(previous_application.MIN(installments_payments.NUM_INSTALMENT_VERSION)),3,4
SUM(previous_application.MIN(installments_payments.NUM_INSTALMENT_NUMBER)),0,4
SUM(previous_application.MIN(installments_payments.AMT_INSTALMENT)),83,4
SUM(previous_application.MIN(installments_payments.AMT_PAYMENT)),218,4
SUM(previous_application.MIN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),31,4
SUM(previous_application.MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),0,4
SUM(previous_application.MIN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),155,4
SUM(previous_application.MEDIAN(installments_payments.NUM_INSTALMENT_VERSION)),13,4
SUM(previous_application.MEDIAN(installments_payments.NUM_INSTALMENT_NUMBER)),25,4
SUM(previous_application.MEDIAN(installments_payments.AMT_INSTALMENT)),37,4
SUM(previous_application.MEDIAN(installments_payments.AMT_PAYMENT)),52,4
SUM(previous_application.MEDIAN(installments_payments.NEW_AMT_PAYMENT_DIVIDE_AMT_INSTALMENT)),16,4
SUM(previous_application.MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_BEFORE)),3,4
SUM(previous_application.MEDIAN(installments_payments.NEW_DAYS_ENTRY_PAYMENT_MINUS_DAYS_INSTALMENT_OVERDUE)),105,4
SUM(previous_application.STD(credit_card_balance.AMT_BALANCE)),6,4
SUM(previous_application.STD(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL)),12,4
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT)),15,4
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_CURRENT)),9,4
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.STD(credit_card_balance.AMT_DRAWINGS_POS_CURRENT)),8,4
SUM(previous_application.STD(credit_card_balance.AMT_INST_MIN_REGULARITY)),5,4
SUM(previous_application.STD(credit_card_balance.AMT_PAYMENT_CURRENT)),12,4
SUM(previous_application.STD(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT)),19,4
SUM(previous_application.STD(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL)),2,4
SUM(previous_application.STD(credit_card_balance.AMT_RECIVABLE)),5,4
SUM(previous_application.STD(credit_card_balance.AMT_TOTAL_RECEIVABLE)),1,4
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT)),35,4
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_CURRENT)),28,4
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.STD(credit_card_balance.CNT_DRAWINGS_POS_CURRENT)),9,4
SUM(previous_application.STD(credit_card_balance.CNT_INSTALMENT_MATURE_CUM)),1,4
SUM(previous_application.STD(credit_card_balance.SK_DPD)),0,4
SUM(previous_application.STD(credit_card_balance.SK_DPD_DEF)),2,4
SUM(previous_application.STD(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL)),14,4
SUM(previous_application.STD(credit_card_balance.NAME_CONTRACT_STATUS_Active)),1,4
SUM(previous_application.STD(credit_card_balance.NAME_CONTRACT_STATUS_Approved)),0,4
SUM(previous_application.STD(credit_card_balance.NAME_CONTRACT_STATUS_Completed)),1,4
SUM(previous_application.STD(credit_card_balance.NAME_CONTRACT_STATUS_Demand)),0,4
SUM(previous_application.STD(credit_card_balance.NAME_CONTRACT_STATUS_Refused)),0,4
SUM(previous_application.STD(credit_card_balance.NAME_CONTRACT_STATUS_Sent proposal)),0,4
SUM(previous_application.STD(credit_card_balance.NAME_CONTRACT_STATUS_Signed)),0,4
SUM(previous_application.MAX(credit_card_balance.AMT_BALANCE)),14,4
SUM(previous_application.MAX(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL)),1,4
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT)),8,4
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_CURRENT)),4,4
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.MAX(credit_card_balance.AMT_DRAWINGS_POS_CURRENT)),4,4
SUM(previous_application.MAX(credit_card_balance.AMT_INST_MIN_REGULARITY)),4,4
SUM(previous_application.MAX(credit_card_balance.AMT_PAYMENT_CURRENT)),1,4
SUM(previous_application.MAX(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT)),1,4
SUM(previous_application.MAX(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL)),9,4
SUM(previous_application.MAX(credit_card_balance.AMT_RECIVABLE)),7,4
SUM(previous_application.MAX(credit_card_balance.AMT_TOTAL_RECEIVABLE)),0,4
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT)),2,4
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_CURRENT)),5,4
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.MAX(credit_card_balance.CNT_DRAWINGS_POS_CURRENT)),2,4
SUM(previous_application.MAX(credit_card_balance.CNT_INSTALMENT_MATURE_CUM)),0,4
SUM(previous_application.MAX(credit_card_balance.SK_DPD)),0,4
SUM(previous_application.MAX(credit_card_balance.SK_DPD_DEF)),0,4
SUM(previous_application.MAX(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL)),23,4
SUM(previous_application.MAX(credit_card_balance.NAME_CONTRACT_STATUS_Active)),0,4
SUM(previous_application.MAX(credit_card_balance.NAME_CONTRACT_STATUS_Approved)),0,4
SUM(previous_application.MAX(credit_card_balance.NAME_CONTRACT_STATUS_Completed)),0,4
SUM(previous_application.MAX(credit_card_balance.NAME_CONTRACT_STATUS_Demand)),0,4
SUM(previous_application.MAX(credit_card_balance.NAME_CONTRACT_STATUS_Refused)),0,4
SUM(previous_application.MAX(credit_card_balance.NAME_CONTRACT_STATUS_Sent proposal)),0,4
SUM(previous_application.MAX(credit_card_balance.NAME_CONTRACT_STATUS_Signed)),0,4
SUM(previous_application.MIN(credit_card_balance.AMT_BALANCE)),12,4
SUM(previous_application.MIN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL)),11,4
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT)),0,4
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_CURRENT)),1,4
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.MIN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT)),2,4
SUM(previous_application.MIN(credit_card_balance.AMT_INST_MIN_REGULARITY)),0,4
SUM(previous_application.MIN(credit_card_balance.AMT_PAYMENT_CURRENT)),11,4
SUM(previous_application.MIN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT)),2,4
SUM(previous_application.MIN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL)),5,4
SUM(previous_application.MIN(credit_card_balance.AMT_RECIVABLE)),11,4
SUM(previous_application.MIN(credit_card_balance.AMT_TOTAL_RECEIVABLE)),0,4
SUM(previous_application.MIN(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT)),0,4
SUM(previous_application.MIN(credit_card_balance.CNT_DRAWINGS_CURRENT)),0,4
SUM(previous_application.MIN(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.MIN(credit_card_balance.CNT_DRAWINGS_POS_CURRENT)),0,4
SUM(previous_application.MIN(credit_card_balance.CNT_INSTALMENT_MATURE_CUM)),0,4
SUM(previous_application.MIN(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL)),9,4
SUM(previous_application.MIN(credit_card_balance.NAME_CONTRACT_STATUS_Active)),0,4
SUM(previous_application.MIN(credit_card_balance.NAME_CONTRACT_STATUS_Completed)),0,4
SUM(previous_application.MIN(credit_card_balance.NAME_CONTRACT_STATUS_Signed)),0,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_BALANCE)),3,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL)),5,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT)),7,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_DRAWINGS_CURRENT)),4,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT)),7,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_INST_MIN_REGULARITY)),3,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_PAYMENT_CURRENT)),17,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT)),15,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL)),5,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_RECIVABLE)),4,4
SUM(previous_application.MEDIAN(credit_card_balance.AMT_TOTAL_RECEIVABLE)),2,4
SUM(previous_application.MEDIAN(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT)),6,4
SUM(previous_application.MEDIAN(credit_card_balance.CNT_DRAWINGS_CURRENT)),5,4
SUM(previous_application.MEDIAN(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT)),0,4
SUM(previous_application.MEDIAN(credit_card_balance.CNT_DRAWINGS_POS_CURRENT)),10,4
SUM(previous_application.MEDIAN(credit_card_balance.CNT_INSTALMENT_MATURE_CUM)),1,4
SUM(previous_application.MEDIAN(credit_card_balance.SK_DPD)),0,4
SUM(previous_application.MEDIAN(credit_card_balance.SK_DPD_DEF)),0,4
SUM(previous_application.MEDIAN(credit_card_balance.NEW_AMT_BALANCE_DIVIDE_AMT_CREDIT_LIMIT_ACTUAL)),70,4
SUM(previous_application.MEDIAN(credit_card_balance.NAME_CONTRACT_STATUS_Active)),0,4
SUM(previous_application.MEDIAN(credit_card_balance.NAME_CONTRACT_STATUS_Completed)),0,4
SUM(previous_application.MEDIAN(credit_card_balance.NAME_CONTRACT_STATUS_Signed)),0,4
STD(previous_application.SUM(pos_cash_balance.CNT_INSTALMENT)),54,4
STD(previous_application.SUM(pos_cash_balance.CNT_INSTALMENT_FUTURE)),38,4
STD(previous_application.SUM(pos_cash_balance.SK_DPD)),15,4
STD(previous_application.SUM(pos_cash_balance.SK_DPD_DEF)),19,4
STD(previous_application.SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Active)),51,4
STD(previous_application.SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Amortized debt)),0,4
STD(previous_application.SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Approved)),0,4
STD(previous_application.SUM(pos_cash_balance.NAME_CONTRACT_STATUS_Canceled)),0,4
