feature,mi
SUM(previous_application.RATE_DOWN_PAYMENT),0.0024134159644715325
SUM(previous_application.RATE_INTEREST_PRIMARY),0.00015671132882122407
SUM(previous_application.RATE_INTEREST_PRIVILEGED),9.07387013693306e-05
SUM(previous_application.DAYS_DECISION),0.0012803687475284597
SUM(previous_application.SELLERPLACE_AREA),0.0008301968660977543
SUM(previous_application.CNT_PAYMENT),0.002230849531076551
SUM(previous_application.DAYS_FIRST_DRAWING),0.0020619594614224024
SUM(previous_application.DAYS_FIRST_DUE),0.0017154434246138273
SUM(previous_application.DAYS_LAST_DUE_1ST_VERSION),0.0030576823629546723
SUM(previous_application.DAYS_LAST_DUE),0.0020869054361971617
SUM(previous_application.DAYS_TERMINATION),0.001347581460166225
SUM(previous_application.NFLAG_INSURED_ON_APPROVAL),0.009540074013402844
STD(previous_application.AMT_ANNUITY),0.0001171622441689113
STD(previous_application.AMT_APPLICATION),0.0005893855064851294
STD(previous_application.AMT_CREDIT),0.0006159856706899891
STD(previous_application.AMT_DOWN_PAYMENT),0.0010111002026051974
STD(previous_application.AMT_GOODS_PRICE),0.0005614426506126424
STD(previous_application.HOUR_APPR_PROCESS_START),0.0006490186088654593
STD(previous_application.NFLAG_LAST_APPL_IN_DAY),6.168070552092786e-06
STD(previous_application.RATE_DOWN_PAYMENT),0.00131081706595082
STD(previous_application.RATE_INTEREST_PRIMARY),0.00019981311660277612
STD(previous_application.RATE_INTEREST_PRIVILEGED),0.0
STD(previous_application.DAYS_DECISION),0.0025109892149632884
STD(previous_application.SELLERPLACE_AREA),0.00024686344947855154
STD(previous_application.CNT_PAYMENT),0.0023321872249331133
STD(previous_application.DAYS_FIRST_DRAWING),0.0005221058518785071
STD(previous_application.DAYS_FIRST_DUE),0.0021631864592412953
STD(previous_application.DAYS_LAST_DUE_1ST_VERSION),0.0017612661476871239
STD(previous_application.DAYS_LAST_DUE),0.0014622040801752778
STD(previous_application.DAYS_TERMINATION),0.00196926072824799
STD(previous_application.NFLAG_INSURED_ON_APPROVAL),0.0012889412252030663
MAX(previous_application.AMT_ANNUITY),0.005453560177817174
MAX(previous_application.AMT_APPLICATION),0.0028186106767960073
MAX(previous_application.AMT_CREDIT),0.003789046524561135
MAX(previous_application.AMT_DOWN_PAYMENT),0.0018821128051957903
MAX(previous_application.AMT_GOODS_PRICE),0.003093803197276479
MAX(previous_application.HOUR_APPR_PROCESS_START),0.0066948827371633435
MAX(previous_application.NFLAG_LAST_APPL_IN_DAY),0.06449990333446065
MAX(previous_application.RATE_DOWN_PAYMENT),0.0018050857836051648
MAX(previous_application.RATE_INTEREST_PRIMARY),0.010117700249108408
MAX(previous_application.RATE_INTEREST_PRIVILEGED),0.042305035254144085
MAX(previous_application.DAYS_DECISION),0.0001916509732964311
MAX(previous_application.SELLERPLACE_AREA),0.0002985156867767458
MAX(previous_application.CNT_PAYMENT),0.0075902968303533935
MAX(previous_application.DAYS_FIRST_DRAWING),0.043723584715428254
MAX(previous_application.DAYS_FIRST_DUE),9.838485065882807e-05
MAX(previous_application.DAYS_LAST_DUE_1ST_VERSION),0.0007912480831226976
MAX(previous_application.DAYS_LAST_DUE),0.001719951110096929
MAX(previous_application.DAYS_TERMINATION),0.0012255350977277146
MAX(previous_application.NFLAG_INSURED_ON_APPROVAL),0.019791550989818996
MIN(previous_application.AMT_ANNUITY),0.0021339085801788116
MIN(previous_application.AMT_APPLICATION),0.0017672784801239239
MIN(previous_application.AMT_CREDIT),0.0016412101137810442
MIN(previous_application.AMT_DOWN_PAYMENT),0.0005065982891794274
MIN(previous_application.AMT_GOODS_PRICE),0.0017854543239668175
MIN(previous_application.HOUR_APPR_PROCESS_START),0.007636023300913619
MIN(previous_application.NFLAG_LAST_APPL_IN_DAY),0.06288095368460911
MIN(previous_application.RATE_DOWN_PAYMENT),0.0007793362707328999
MIN(previous_application.RATE_INTEREST_PRIMARY),0.009534997815153767
MIN(previous_application.RATE_INTEREST_PRIVILEGED),0.042019386404354986
MIN(previous_application.DAYS_DECISION),0.0014043511447539014
MIN(previous_application.SELLERPLACE_AREA),0.0
MIN(previous_application.CNT_PAYMENT),0.008053033113245567
MIN(previous_application.DAYS_FIRST_DRAWING),0.04496332360784949
MIN(previous_application.DAYS_FIRST_DUE),0.001650347701377619
MIN(previous_application.DAYS_LAST_DUE_1ST_VERSION),0.0021705596948364825
MIN(previous_application.DAYS_LAST_DUE),0.002155920153483537
MIN(previous_application.DAYS_TERMINATION),0.002229306696939881
MIN(previous_application.NFLAG_INSURED_ON_APPROVAL),0.000268099271856892
MEDIAN(previous_application.AMT_ANNUITY),0.0015384881334126188
MEDIAN(previous_application.AMT_APPLICATION),0.002291725808148959
MEDIAN(previous_application.AMT_CREDIT),0.0015268804137200664
MEDIAN(previous_application.AMT_DOWN_PAYMENT),0.0014132652915073152
MEDIAN(previous_application.AMT_GOODS_PRICE),0.002063462276433059
MEDIAN(previous_application.HOUR_APPR_PROCESS_START),0.004887405140461931
MEDIAN(previous_application.NFLAG_LAST_APPL_IN_DAY),0.0647240478672686
MEDIAN(previous_application.RATE_DOWN_PAYMENT),0.0008404547984242061
MEDIAN(previous_application.RATE_INTEREST_PRIMARY),0.009533965948145484
MEDIAN(previous_application.RATE_INTEREST_PRIVILEGED),0.041772496582964
MEDIAN(previous_application.DAYS_DECISION),0.001269712921238897
MEDIAN(previous_application.SELLERPLACE_AREA),0.0015446290789302708
MEDIAN(previous_application.CNT_PAYMENT),0.008160273553713404
MEDIAN(previous_application.DAYS_FIRST_DRAWING),0.046278480531939836
MEDIAN(previous_application.DAYS_FIRST_DUE),0.00040154450419582766
MEDIAN(previous_application.DAYS_LAST_DUE_1ST_VERSION),0.0015262809168719027
MEDIAN(previous_application.DAYS_LAST_DUE),0.001940736569379542
MEDIAN(previous_application.DAYS_TERMINATION),0.0021498035736164933
MEDIAN(previous_application.NFLAG_INSURED_ON_APPROVAL),0.001813094147102623
SKEW(previous_application.AMT_ANNUITY),0.0005724499280559403
SKEW(previous_application.AMT_APPLICATION),0.0006085172198464495
SKEW(previous_application.AMT_CREDIT),0.0003256366217685436
SKEW(previous_application.AMT_DOWN_PAYMENT),4.643128509229655e-05
SKEW(previous_application.AMT_GOODS_PRICE),6.21211039941727e-05
SKEW(previous_application.HOUR_APPR_PROCESS_START),0.0
SKEW(previous_application.NFLAG_LAST_APPL_IN_DAY),0.0
SKEW(previous_application.RATE_DOWN_PAYMENT),0.0009239564669083489
SKEW(previous_application.RATE_INTEREST_PRIMARY),0.00034126467300144014
SKEW(previous_application.RATE_INTEREST_PRIVILEGED),0.0002920343486652044
SKEW(previous_application.DAYS_DECISION),7.728081455971036e-05
SKEW(previous_application.SELLERPLACE_AREA),0.0006095260499836552
SKEW(previous_application.CNT_PAYMENT),0.0005918738450654271
SKEW(previous_application.DAYS_FIRST_DUE),0.0004618778335856444
SKEW(previous_application.DAYS_LAST_DUE_1ST_VERSION),0.0004286814039384801
SKEW(previous_application.DAYS_LAST_DUE),0.0011653099566522052
SKEW(previous_application.DAYS_TERMINATION),0.0007844142621384886
SKEW(previous_application.NFLAG_INSURED_ON_APPROVAL),0.0005968036273975574
COUNT(previous_application),0.0038864712574704363
NUM_UNIQUE(previous_application.NAME_CONTRACT_TYPE),0.02040999919453057
NUM_UNIQUE(previous_application.WEEKDAY_APPR_PROCESS_START),0.0118171502648301
NUM_UNIQUE(previous_application.FLAG_LAST_APPL_PER_CONTRACT),0.06159078820727992
NUM_UNIQUE(previous_application.NAME_CASH_LOAN_PURPOSE),0.00238569447357051
NUM_UNIQUE(previous_application.NAME_CONTRACT_STATUS),0.020366989029444227
NUM_UNIQUE(previous_application.NAME_PAYMENT_TYPE),0.056895056270325206
NUM_UNIQUE(previous_application.CODE_REJECT_REASON),0.00613376083140782
NUM_UNIQUE(previous_application.NAME_TYPE_SUITE),0.02060375968426853
NUM_UNIQUE(previous_application.NAME_CLIENT_TYPE),0.030139104629943736
NUM_UNIQUE(previous_application.NAME_GOODS_CATEGORY),0.01698040849639315
NUM_UNIQUE(previous_application.NAME_PORTFOLIO),0.021631745245560552
NUM_UNIQUE(previous_application.NAME_PRODUCT_TYPE),0.019131786804323037
NUM_UNIQUE(previous_application.CHANNEL_TYPE),0.01743952960862516
NUM_UNIQUE(previous_application.NAME_SELLER_INDUSTRY),0.024686604086860964
NUM_UNIQUE(previous_application.NAME_YIELD_GROUP),0.0180402926175256
NUM_UNIQUE(previous_application.PRODUCT_COMBINATION),0.009414008649686778
MODE(previous_application.NAME_CONTRACT_TYPE),0.0025127886950158107
MODE(previous_application.WEEKDAY_APPR_PROCESS_START),0.0006976061006889189
MODE(previous_application.FLAG_LAST_APPL_PER_CONTRACT),0.004710813098225408
MODE(previous_application.NAME_CASH_LOAN_PURPOSE),0.005282853300110579
MODE(previous_application.NAME_CONTRACT_STATUS),0.005344830067220752
MODE(previous_application.NAME_PAYMENT_TYPE),0.004573275934802057
MODE(previous_application.CODE_REJECT_REASON),0.00521353199609087
MODE(previous_application.NAME_TYPE_SUITE),0.0011271034938458158
MODE(previous_application.NAME_CLIENT_TYPE),0.0024299346735416893
MODE(previous_application.NAME_GOODS_CATEGORY),0.000687730563485367
MODE(previous_application.NAME_PORTFOLIO),0.003251467277321396
MODE(previous_application.NAME_PRODUCT_TYPE),0.003948844485229586
MODE(previous_application.CHANNEL_TYPE),0.002148925703140181
MODE(previous_application.NAME_SELLER_INDUSTRY),0.002425696988973991
MODE(previous_application.NAME_YIELD_GROUP),0.0023023570176012864
MODE(previous_application.PRODUCT_COMBINATION),0.002437511595215991
SUM(bureau.DAYS_CREDIT),0.00334321800671189
SUM(bureau.CREDIT_DAY_OVERDUE),0.0
SUM(bureau.DAYS_CREDIT_ENDDATE),0.0033179151020590325
SUM(bureau.DAYS_ENDDATE_FACT),0.0026779921872284174
SUM(bureau.AMT_CREDIT_MAX_OVERDUE),0.0009787234522835586
SUM(bureau.CNT_CREDIT_PROLONG),0.0
SUM(bureau.AMT_CREDIT_SUM),0.0024066031180141056
SUM(bureau.AMT_CREDIT_SUM_DEBT),0.0011585982149664442
SUM(bureau.AMT_CREDIT_SUM_LIMIT),0.0006279284350698688
SUM(bureau.AMT_CREDIT_SUM_OVERDUE),0.000552423227903498
SUM(bureau.DAYS_CREDIT_UPDATE),0.0036438066120991763
SUM(bureau.AMT_ANNUITY),0.0
STD(bureau.DAYS_CREDIT),0.0026814134909651788
STD(bureau.CREDIT_DAY_OVERDUE),7.999852577245115e-05
STD(bureau.DAYS_CREDIT_ENDDATE),0.0019847778271320227
STD(bureau.DAYS_ENDDATE_FACT),0.004928358749443751
STD(bureau.AMT_CREDIT_MAX_OVERDUE),0.000973696627608156
STD(bureau.CNT_CREDIT_PROLONG),0.0009918066736653852
STD(bureau.AMT_CREDIT_SUM),0.0009440289142110814
STD(bureau.AMT_CREDIT_SUM_DEBT),0.0014730627780743522
STD(bureau.AMT_CREDIT_SUM_LIMIT),0.0016068388257046706
STD(bureau.AMT_CREDIT_SUM_OVERDUE),0.0012836727189009522
STD(bureau.DAYS_CREDIT_UPDATE),0.00362320504217295
STD(bureau.AMT_ANNUITY),0.00739369815456925
MAX(bureau.DAYS_CREDIT),0.0041406655697735495
MAX(bureau.CREDIT_DAY_OVERDUE),0.0008329986535586809
MAX(bureau.DAYS_CREDIT_ENDDATE),0.0027875105984052073
MAX(bureau.DAYS_ENDDATE_FACT),0.004149015624752561
MAX(bureau.AMT_CREDIT_MAX_OVERDUE),0.0007804152386270413
MAX(bureau.CNT_CREDIT_PROLONG),0.0
MAX(bureau.AMT_CREDIT_SUM),0.0025281022570240452
MAX(bureau.AMT_CREDIT_SUM_DEBT),0.0022372489033495313
MAX(bureau.AMT_CREDIT_SUM_LIMIT),0.001920315450871124
MAX(bureau.AMT_CREDIT_SUM_OVERDUE),0.001627204029849949
MAX(bureau.DAYS_CREDIT_UPDATE),0.0017043760656683116
MAX(bureau.AMT_ANNUITY),0.021609027001153525
MIN(bureau.DAYS_CREDIT),0.0035200664896282152
MIN(bureau.CREDIT_DAY_OVERDUE),0.00032333922945526616
MIN(bureau.DAYS_CREDIT_ENDDATE),0.003188690708926689
MIN(bureau.DAYS_ENDDATE_FACT),0.0061301133544300335
MIN(bureau.AMT_CREDIT_MAX_OVERDUE),0.0
MIN(bureau.CNT_CREDIT_PROLONG),0.00029496881097812455
MIN(bureau.AMT_CREDIT_SUM),0.002917941710969929
MIN(bureau.AMT_CREDIT_SUM_DEBT),0.0011488686008283011
MIN(bureau.AMT_CREDIT_SUM_LIMIT),0.0
MIN(bureau.AMT_CREDIT_SUM_OVERDUE),0.0004719882347132831
MIN(bureau.DAYS_CREDIT_UPDATE),0.004048389401544394
MIN(bureau.AMT_ANNUITY),0.00026406549345825425
MEDIAN(bureau.DAYS_CREDIT),0.004837623557456983
MEDIAN(bureau.CREDIT_DAY_OVERDUE),0.00021584629355597684
MEDIAN(bureau.DAYS_CREDIT_ENDDATE),0.003249978403224274
MEDIAN(bureau.DAYS_ENDDATE_FACT),0.005266225177849915
MEDIAN(bureau.AMT_CREDIT_MAX_OVERDUE),0.0
MEDIAN(bureau.CNT_CREDIT_PROLONG),0.00040831009554098685
MEDIAN(bureau.AMT_CREDIT_SUM),0.0031385319651942023
MEDIAN(bureau.AMT_CREDIT_SUM_DEBT),0.0021101540244561345
MEDIAN(bureau.AMT_CREDIT_SUM_LIMIT),0.0006952788103287144
MEDIAN(bureau.AMT_CREDIT_SUM_OVERDUE),0.0007718832751382187
MEDIAN(bureau.DAYS_CREDIT_UPDATE),0.005066902496274839
MEDIAN(bureau.AMT_ANNUITY),0.015526026017062433
SKEW(bureau.DAYS_CREDIT),0.0017284148639440389
SKEW(bureau.CREDIT_DAY_OVERDUE),0.0001900073104590394
SKEW(bureau.DAYS_CREDIT_ENDDATE),0.002048014007737242
SKEW(bureau.DAYS_ENDDATE_FACT),0.0010368820812165502
SKEW(bureau.AMT_CREDIT_MAX_OVERDUE),4.461028985169868e-05
SKEW(bureau.CNT_CREDIT_PROLONG),0.0
SKEW(bureau.AMT_CREDIT_SUM),0.0016089174368663084
SKEW(bureau.AMT_CREDIT_SUM_DEBT),0.001376379953157869
SKEW(bureau.AMT_CREDIT_SUM_LIMIT),0.0
SKEW(bureau.AMT_CREDIT_SUM_OVERDUE),0.0006208524229249779
SKEW(bureau.DAYS_CREDIT_UPDATE),0.0028080837226944766
SKEW(bureau.AMT_ANNUITY),0.0007170236513476258
COUNT(bureau),0.003417566312117648
NUM_UNIQUE(bureau.CREDIT_ACTIVE),0.04084537203527172
NUM_UNIQUE(bureau.CREDIT_CURRENCY),0.06460607099529025
NUM_UNIQUE(bureau.CREDIT_TYPE),0.030875082508637908
MODE(bureau.CREDIT_ACTIVE),0.004047688398900906
MODE(bureau.CREDIT_CURRENCY),0.00450812083443175
MODE(bureau.CREDIT_TYPE),0.004710166813756356
SUM(credit_card_balance.AMT_BALANCE),0.02658599406160045
SUM(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0.025740078202639793
SUM(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0.01924024848734196
SUM(credit_card_balance.AMT_DRAWINGS_CURRENT),0.03568883102557652
SUM(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0.0
SUM(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0.0011460202083235504
SUM(credit_card_balance.AMT_INST_MIN_REGULARITY),0.016426371844836307
SUM(credit_card_balance.AMT_PAYMENT_CURRENT),0.02078300455857507
SUM(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0.022320390798594714
SUM(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),0.027108852807670836
SUM(credit_card_balance.AMT_RECIVABLE),0.027306236526078775
SUM(credit_card_balance.AMT_TOTAL_RECEIVABLE),0.02735278640473382
SUM(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0.02384064839142863
SUM(credit_card_balance.CNT_DRAWINGS_CURRENT),0.031181210794240632
SUM(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0.0007631503499483383
SUM(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0.001944778748765641
SUM(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0.012322498527073789
SUM(credit_card_balance.SK_DPD),0.0
SUM(credit_card_balance.SK_DPD_DEF),0.0
STD(credit_card_balance.AMT_BALANCE),0.02622243916309408
STD(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0.03561963444086769
STD(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0.050859018508542464
STD(credit_card_balance.AMT_DRAWINGS_CURRENT),0.0233674197396192
STD(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),9.198069172478007e-05
STD(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0.025901827245643716
STD(credit_card_balance.AMT_INST_MIN_REGULARITY),0.02896840908875209
STD(credit_card_balance.AMT_PAYMENT_CURRENT),0.031751517105882865
STD(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0.023016174642544573
STD(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),0.027731637136497067
STD(credit_card_balance.AMT_RECIVABLE),0.02692706336824835
STD(credit_card_balance.AMT_TOTAL_RECEIVABLE),0.025346865891293202
STD(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0.032269602634175554
STD(credit_card_balance.CNT_DRAWINGS_CURRENT),0.02479511221282804
STD(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0.0
STD(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0.015082937878382108
STD(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0.040739742525091494
STD(credit_card_balance.SK_DPD),0.00032594625850745906
STD(credit_card_balance.SK_DPD_DEF),0.0
MAX(credit_card_balance.AMT_BALANCE),0.029757719706101637
MAX(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0.035159689004454986
MAX(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0.044563035601388856
MAX(credit_card_balance.AMT_DRAWINGS_CURRENT),0.04009090790751957
MAX(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0.0001953436300856648
MAX(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0.025715200472480326
MAX(credit_card_balance.AMT_INST_MIN_REGULARITY),0.039232610545207214
MAX(credit_card_balance.AMT_PAYMENT_CURRENT),0.05320748145162191
MAX(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0.022847581474762624
MAX(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),0.032366313240609346
MAX(credit_card_balance.AMT_RECIVABLE),0.030166919521940283
MAX(credit_card_balance.AMT_TOTAL_RECEIVABLE),0.030125485474793434
MAX(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0.04117427999234957
MAX(credit_card_balance.CNT_DRAWINGS_CURRENT),0.033427121102951096
MAX(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0.000224694565686967
MAX(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0.03189042624944283
MAX(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0.02561743654900206
MAX(credit_card_balance.SK_DPD),0.0
MAX(credit_card_balance.SK_DPD_DEF),0.0004838849499300135
MIN(credit_card_balance.AMT_BALANCE),0.0016030778686955127
MIN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0.03556742060690765
MIN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0.0005544688743690518
MIN(credit_card_balance.AMT_DRAWINGS_CURRENT),0.0
MIN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0.0
MIN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0.00032275113135149525
MIN(credit_card_balance.AMT_INST_MIN_REGULARITY),0.0
MIN(credit_card_balance.AMT_PAYMENT_CURRENT),0.0007231769125553011
MIN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0.0
MIN(credit_card_balance.AMT_RECEIVABLE_PRINCIPAL),0.0012317151040524
MIN(credit_card_balance.AMT_RECIVABLE),0.001091659990995586
MIN(credit_card_balance.AMT_TOTAL_RECEIVABLE),0.0020831438309667494
MIN(credit_card_balance.CNT_DRAWINGS_ATM_CURRENT),0.0002040935806264521
MIN(credit_card_balance.CNT_DRAWINGS_CURRENT),0.0004987459943477379
MIN(credit_card_balance.CNT_DRAWINGS_OTHER_CURRENT),0.00011705938568895569
MIN(credit_card_balance.CNT_DRAWINGS_POS_CURRENT),0.0
MIN(credit_card_balance.CNT_INSTALMENT_MATURE_CUM),0.0
MEDIAN(credit_card_balance.AMT_BALANCE),0.0018143090448958787
MEDIAN(credit_card_balance.AMT_CREDIT_LIMIT_ACTUAL),0.0352765983093275
MEDIAN(credit_card_balance.AMT_DRAWINGS_ATM_CURRENT),0.0016761117121426583
MEDIAN(credit_card_balance.AMT_DRAWINGS_CURRENT),0.0013477831048540612
MEDIAN(credit_card_balance.AMT_DRAWINGS_OTHER_CURRENT),0.0
MEDIAN(credit_card_balance.AMT_DRAWINGS_POS_CURRENT),0.00026995564201559574
MEDIAN(credit_card_balance.AMT_INST_MIN_REGULARITY),0.0012149734814559388
MEDIAN(credit_card_balance.AMT_PAYMENT_CURRENT),0.03396390599628796
MEDIAN(credit_card_balance.AMT_PAYMENT_TOTAL_CURRENT),0.001688943759730277
